event_id,focal_code,focal_name,event_date,specificity,specific_items,text_tokens,sample_question,sample_answer,specificity_z
NONAI00018_000049_20230115,000049,德赛电池,2023-01-15,0.0,0,28,请问贵公司拟生产的储能电芯是用于大储还是户储？,您好，公司拟生产的储能电芯产品既可用于大储，也可用于户储，谢谢！,-0.8858440267461817
NONAI00019_000050_20230120,000050,深天马Ａ,2023-01-20,8.176100628930818,13,159,董秘，请问2022年四季度和2023年1季度公司订单情况如何，公司2022年产能和销售目标是否圆满完成。,您好，感谢您对天马公司的关注。公司目前经营情况正常。截至2022年前三季度，公司在车载、工业品等专业显示领域营收同比增长近30%，呈现良好的增长态势；在电子消费品显示领域，公司直面挑战，OLED柔性手机、OLED刚性穿戴等业务保持了良好增长，LTPS智能手机显示业务保持了整体竞争优势，向IT和车载的多元化显示业务开拓顺利推进中。公司2022年年度报告将于2023年3月15日披露，欢迎关注。,0.4828385765384349
NONAI00020_000055_20230117,000055,方大集团,2023-01-17,2.5974025974025974,2,77,为什么公司在手订单和营业收入相差巨大？,公司凭借技术、品质和服务等综合实力，连续多年在手订单大幅增长，同时由于幕墙行业的订单转化为营业收入的周期通常为12-24个月，因此在手订单与当期营业收入会有差异。谢谢关注。,-0.4510377651632566
NONAI00021_000056_20230112,000056,皇庭国际,2023-01-12,5.555555555555555,4,72,尊敬的董秘，您好，请问贵公司在转型芯片领域有什么实质性的进展吗？公司的地产是否还会继续正常运营，走双主并行的发展方向,尊敬的投资者您好，感谢您的关注，公司于2022年12月19日完成了对意发功率的并表，在战略转型半导体领域取得了实质性进展。公司的商业运营和管理业务仍将正常运营。谢谢。,0.04415825497285255
NONAI00022_000058_20230322,000058,深赛格,2023-03-22,17.647058823529413,6,34,截止3月10日股东数？其中A股股东数？,"尊敬的投资者您好，截止2023年3月10日，公司A股股东户数为53,814户，感谢您的关注。",2.068280868126045
NONAI00023_000059_20230211,000059,华锦股份,2023-02-11,3.3333333333333335,3,90,浩业出事故对华锦有影响吗？,尊敬的投资者您好，该事故未对公司造成影响。多年来公司始终秉承着“安全第一，生命至上”的经营理念，具有完备的安全生产管理体系。公司将深刻吸取事故教训，做到防微杜渐，坚决筑牢企业安全生产防线。感谢您的关注！,-0.3278426577147611
NONAI00024_000060_20230104,000060,中金岭南,2023-01-04,12.048192771084338,40,332,公司重整二十家对公司是否产生风险？公司大部分收入都是来自哪些产品？动力煤 铜 镍 锌，铝 白银 黄金 焦炭 铅 这些哪些是原材料 哪些是公司产品 谢谢,尊敬的投资者：您好！\n中金岭南于7月成为方圆等20家公司重整投资人，战略投资参与山东东营方圆有色等20家公司破产重整项目，将有助于在巩固矿产资源的基础上，拓展公司铜冶炼规模，形成更为完善的产业链条，符合中金岭南 “十四五”战略的需要。中金岭南将整合矿山、管理、资金、技术、人才、营销等资源，对标世界一流企业，加强内控管理、优化生产工艺，实现新鲁方金属绿色低碳高质量可持续发展。\n截止2021年12月31日，中金岭南所属矿山保有金属资源储量锌776.45万吨，铅357.64万吨，银6100.04吨，铜147.35万吨，钴20807吨，金80099千克，镍9.24万吨。2021年公司共生产铅锌精矿金属量28.69万吨，同比提高2.25%；冶炼铅锌系列产品33.3万吨，同比提高7.63%；铝型材1.85万吨，同比提高12.12%；电池锌粉1.62万吨，同比提高2.53%；冲孔镀镍钢带1412吨，同比提高38.43%。实现营业收入444.49亿元，同比增长47.06%。\n感谢您的关注！\n中金岭南,1.131028391439676
NONAI00025_000061_20230228,000061,农产品,2023-02-28,18.75,6,32,请问公司截止2月25日股东户数是多少,"尊敬的投资者，您好！截止2023年2月20日，公司股东户数为56,970户，感谢您的关注！",2.252913674055559
NONAI00026_000062_20230104,000062,深圳华强,2023-01-04,5.128205128205129,2,39,请问公司所属华强电子网至2022年末会员数量多少？,尊敬的投资者您好！敬请关注华强电子网集团招股说明书中的相关内容，感谢您对公司的关注。,-0.027380382082457674
NONAI00027_000063_20230103,000063,中兴通讯,2023-01-03,16.417910447761194,11,67,董秘您好，请问截止12月30日收盘的股东人数，谢谢，祝新年快乐！,"您好，截至2022年12月30日，公司股东总数为395,802户，其中A股股东395,493户，H股股东309户（包括308户登记股东和代表非登记股东持股的香港中央结算代理人有限公司）。",1.862520925199621
NONAI00028_000065_20230317,000065,北方国际,2023-03-17,2.4390243902439024,2,82,您好，随着中国在国际舞台尤其在中东地区有大国担当影响力的增强，请问能否为给公司带来新的发展机遇，公司在中东地区有何布局？,感谢您对公司的关注。中国一直主张和平共处、互利共赢，中东地区的和平与稳定的发展可能会为海外工程公司营造更好的区域环境。同时，该地区政治环境复杂，军事冲突不断，美国对伊制裁仍在持续。,-0.47755034208904473
NONAI00029_000066_20230109,000066,中国长城,2023-01-09,6.451612903225806,2,31,截至12月30日，股东人数是多少？谢谢,尊敬的投资者，您好。2022年底的股东人数将在年度报告中披露，感谢您的关注。,0.19415862299205158
NONAI00030_000069_20230103,000069,华侨城Ａ,2023-01-03,5.084745762711864,3,59,同行首旅集团（首旅酒店+王府井+全聚德）、锦江酒店市值大幅度超越公司，对此希望公司做大做强文旅领域，回报股东。\n公司的没有集团的专属公众号，网站也是很早之前旧版，弄不清楚旗下哪些地方有游乐园，商场；以及一站式游乐、住宿会员体系、优惠福利等，希望改善该方面，发挥品牌优势。,尊敬的投资者您好，感谢您对公司的关注和建议。\n您的建议我们将转达给公司管理层及相关部门，欢迎您随时为公司发展提出宝贵意见，谢谢。,-0.03465549771520121
NONAI00031_000070_20230112,000070,特发信息,2023-01-12,0.0,0,33,请问电线光缆的市场涉及海外及非洲市场没有？,公司光缆产品在东亚、东南亚、美洲、欧洲以及非洲等海外市场均有销售。谢谢关注！,-0.8858440267461817
NONAI00032_000090_20230119,000090,天健集团,2023-01-19,0.0,0,35,请问控股股东特区建工集团董事长是否已更换？,尊敬的投资者，您好！请您以深圳市市场监督管理局网上公开信息为准。感谢您的关注！,-0.8858440267461817
NONAI00033_000100_20230118,000100,TCL科技,2023-01-18,10.344827586206897,3,29,请问截至2022年12月22日，公司股东人数多少？谢谢,您好！关于公司的股东人数，可参考公司发布的定期报告。感谢您的关注!,0.8458843599030546
NONAI00034_000156_20230109,000156,华数传媒,2023-01-09,8.536585365853659,7,82,华数传媒公司业务一直在进行数字化的推进和拓展，包括数字乡村，智慧城市等等，请问现在公司现在数字化业务在营收的占比是多少，和现在资本投入方面数字化业务占比是多少，以及未来五年公司战略规划中数字业务的占有比重？,投资者您好。公司积极开展政务、安防、教育等智慧城市领域的数字化业务，2021年实现智慧城市相关业务收入约26.3亿元、占比31%。根据公司战略发展规划，将持续加强数字化业务的竞争力。感谢您的关注！,0.5431838695537979
NONAI00035_000157_20230106,000157,中联重科,2023-01-06,24.0,6,25,尊敬的董秘，您好，请问截止2022年12月30日股东人数是多少？谢谢！,"您好，截止至2022年12月30日，公司股东总户数354,997户。谢谢关注！",3.131765830280046
NONAI00036_000158_20230103,000158,常山北明,2023-01-03,13.846153846153847,9,65,北明软件高管李锋，应华江等高管已经基本减持完公司的股份，并且都成立了自己的公司，他们成立的公司与常山北明有没有竞争关系，北明这些高管万一离职公司有没有应对措施？,"李锋先生和应华江先生本次拟减持股份数量不超过5,004,200股和5,023,700股，按照最高减持额度计算，他们本次减持完成后仍约分别持有公司股份总数的0.41%。",1.432007813845873
NONAI00037_000166_20230119,000166,申万宏源,2023-01-19,2.127659574468085,1,47,请问为何宏源恒利公司、申万智富公司各自的各种现货含权贸易业务简介至今未下发至申万宏源证券各营业部？\n为何宏源汇富公司、宏源汇智公司各自的业务简介（包括公司简介）至今未下发至申万宏源证券各营业部？,您好，公司坚持以客户为中心的发展理念，全面深化协同协作，持续为客户提供一站式综合金融服务。感谢您的关注。,-0.5296729401303814
NONAI00038_000301_20230104,000301,东方盛虹,2023-01-04,10.909090909090908,6,55,"东方盛虹2023年有没有发行债券计划,如果有什么时候发行。",您好！公司30亿绿色科技创新公司债券已于2022年10月获得中国证监会注册批复，公司将根据具体情况择机发行。感谢您对公司的关注！,0.9403422719021036
NONAI00039_000333_20230115,000333,美的集团,2023-01-15,9.876543209876543,8,81,请问公司在全国范围内有多少个家电生产基地?分别在哪些城市?谢谢,您好，截至目前，美的在全球拥有约200家子公司、35个研发中心和35个主要生产基地，员工超过16万人，业务覆盖200多个国家和地区。其中，在国内设有17个主要生产基地，位于佛山，合肥，无锡，芜湖等城市。,0.7674933629765458
NONAI00040_000338_20230101,000338,潍柴动力,2023-01-01,3.225806451612903,1,31,近期有回购股份的打算吗？,如有应披露事项，公司将根据监管要求及时予以披露。感谢您对公司的关注！,-0.34584270187706506
NONAI00041_000401_20230103,000401,冀东水泥,2023-01-03,25.0,7,28,你好，董秘，截止2022年12月30日，贵司最新的股东人数是多少呢,关于公司2022年年底的股东人数，敬请关注公司发布的2022年年度报告。,3.2991662409894724
NONAI00042_000409_20230314,000409,云鼎科技,2023-03-14,0.8,1,125,董秘你好，请问贵司和子公司有什么军民融合产品或项目？,您好！公司军民融合产品主要是基于北斗+无线自组网通信的系列产品，在部分应急、消防、森林救援演练等场景中进行了应用。该系列产品包括车载通信台、手持终端、调度系统、通信台、中继台等，可以提供灵活、方便、快速的通信网络，无需定期的基础设施支持，为数据、语音、视频等多媒体业务提供多跳数据传输。,-0.7519236981786408
NONAI00043_000423_20230106,000423,东阿阿胶,2023-01-06,13.793103448275861,12,87,请问12月30日股东数多少？年度业绩预报是什么时候？,"尊敬的投资者，感谢您对公司的关注！2022年12月30日，公司股东总数为61,070户；公司目前正在组织开展2022年度财务报表编制工作，如果符合年度业绩预告披露相关情形，公司将在2023年1月底之前披露业绩预告。谢谢！",1.4231271554527998
NONAI00044_000425_20230102,000425,徐工机械,2023-01-02,4.0,1,25,董秘你好：徐工机械是规模很大的跨国公司，在国内装备制造业也是头部企业，积极带动了产业链和供应链生态，也可以说是制造业的基石，那么请问您贵公司有能力进入上证50吗？,您好，徐工机械在深交所上市，现在是深证100成分股。感谢关注！,-0.21624238390847703
NONAI00045_000428_20230103,000428,华天酒店,2023-01-03,1.7543859649122806,1,57,请问贵司在海南都有什么具体的业务？经营情况如何？,尊敬的投资者您好，公司暂未在海南管理酒店项目。目前公司管理的酒店主要在北京、深圳、武汉、长春及湖南省内市州等区域。感谢您的关注！,-0.592159095677013
NONAI00046_000498_20230103,000498,山东路桥,2023-01-03,6.730769230769231,7,104,贵公司可转债已于2022-11-28已通过，但具体发售上市时间是否已明确了,尊敬的投资者您好，公司已于2022年11月29日披露了《关于公开发行可转换公司债券申请获中国证监会发行审核委员会审核通过的公告》。公司将在取得中国证监会正式核准文件后择机发行，相关信息请以公司在指定媒体披露的公告为准。感谢您的关注。,0.240889506874956
NONAI00047_000501_20230104,000501,武商集团,2023-01-04,4.593639575971731,13,283,公司在数字经济方面有哪些建树？,公司深化移动互联网技术应用，一是以“数字化赋能+线上线下联动+积极探索线上营销”，推进移动营销系统、会员系统等项目的优化升级，通过线上线下融合的营销矩阵，推动集团化营销活动再创佳绩；二是不断升级优化中台券、社群接龙、接力购、团购、闪购等小程序应用功能，打通线上线下一体化营销场景，为消费者提升线上线下全渠道服务体验；三是持续推动业态创新和转型升级，全面铺开直播活动，通过武商网、企业微信、视频号、抖音等进行多平台直播，不断提升“云逛武商”购物体验，公司在抖音平台开展了武商集团上市30周年直播活动，当场直播成交订单金额9200万元；四是武商梦时代是全国首家按信息安全等级保护2.0标准建设的商业体，为顾客提供随时随地、全方位的智能化引导。,-0.1168668750774396
NONAI00048_000503_20230113,000503,国新健康,2023-01-13,6.666666666666667,4,60,刘总您好，请问公司是否得到增发上会日期的通知？,您好，公司已于12月21日披露《关于非公开发行股票申请文件反馈意见回复的公告》等，后续进展情况公司会及时履行信息披露义务。感谢您的关注。,0.2301587113166595
NONAI00049_000505_20230103,000505,京粮控股,2023-01-03,17.857142857142858,5,28,请问董秘，截止到2023年1月3日公司的股东户数是多少？谢谢,投资者您好，经查询，截至2022年12月31日，公司A股股东户数为6.18万。,2.1034490216364286
NONAI00050_000513_20230105,000513,丽珠集团,2023-01-05,1.9801980198019802,8,404,董秘你好！随着疫情管控的全面放开，社会面感染人数呈现几何级增长，公共场所容易出现环境阳性，进而引发二次感染，请问公司研发的新冠疫苗的防护效果如何？阳了之后多久可以接种？谢谢。,尊敬的投资者，您好！感染+疫苗混合免疫至关重要，能更好预防不同变异株，目前，接种疫苗依然是预防二次感染的主要方式。国际权威机构对新冠病毒感染康复者（“阳康”）接种间隔推荐一般为3-6个月，也有国家直接推荐成人和高风险儿童感染康复者接种间隔为1个月。最新研究表明：每增加一针疫苗接种，感染后传播风险降低11%，但会随着免疫后间隔延长作用减弱。新冠疫情的常态化会可能带来新冠疫苗接种的常态化，接种疫苗依然是预防二次感染、降低死亡率、重症率和住院率的有效手段。丽珠生物重组新冠病毒融合蛋白（CHO细胞）疫苗作为国内首个具有奥密克戎保护力数据的新冠疫苗，免疫原性和安全性优势突出，对重点人群尤其适合60岁以上老年人群以及具有较严重基础性疾病的老年人群接种。目前，公司疫苗已在广东省、北京市、上海市、江苏省、安徽省、湖北省、浙江省、河南省、云南省、山东省、贵州省、陕西省、湖南省、海南省、宁夏回族自治区等全国多地开展序贯加强针接种工作，并基本在各省都已完成准入工作。您可以通过当地卫健委、疾控中心等app、公众号进行预约。谢谢！,-0.5543580649453378
NONAI00051_000516_20230105,000516,国际医学,2023-01-05,4.857142857142857,17,350,不到医院体会不到一床难求，感动白衣天使辛苦工作之余，更觉得医院资产的珍贵。建议国际医学在关键时刻，以换股方式按照净资产比例略微溢价吸收合并在寸土寸金的上海拥有西南骨科医院、康复医院、怡海门诊等5家医院的览海医疗。巩固西安、站稳上海，面向国际。此举不但是国医股东、海医股东之幸，也能更好的为全国人民服务。海医的好多股东都会支持公司的并购，希望公司抓住机遇，时不我待。,您好，感谢您对公司的关注及提出的宝贵建议。公司以大健康医疗服务和现代医学技术转化应用为主业，始终坚持高质量发展理念，为患者打造“家门口”的国际化医院。目前，公司正在运营的西安国际医学中心医院拥有床位5037张，西安高新医院拥有床位1500张，计划开诊的西安国际医学中心医院北院区规划床位3600张，未来公司拥有的总床位数将达到10137张。此外，公司积极拓展分级诊疗网点，全力打造新型医联体，一是由旗下医院先后自主设立了西安蓝博社区卫生服务中心、三星、比亚迪医务站等。二是与陕西省内的百余家基层医疗机构签署协议开展业务合作，并不断向中西部地区拓展基层合作医院网络，将优质医疗资源下沉到基层的同时，为更多的急危重症患者提供优质服务，加快构建立足西安，覆盖陕西，辐射中西部的医疗服务线下连锁网络。未来，公司将进一步切实做好经营管理，不断提升公司内在价值，以更好地回报股东对公司的支持。谢谢！,-0.07275631758611179
NONAI00052_000517_20230120,000517,荣安地产,2023-01-20,1.8181818181818181,2,110,2023年公司是计划继续做房地产吗？会考虑新能源汽车等行业转型吗？,您好，谢谢您对公司的关注，公司深耕长三角区域，主营业务为房地产开发与销售，产品定位上以商品住宅为主，在开发满足城市居民居住需要的中高端商品住宅的同时，适度持有城市核心商业区经营性商业地产，目前公司没有涉及新能源汽车等相关方面的业务，谢谢。,-0.5814796436381341
NONAI00053_000521_20230103,000521,长虹美菱,2023-01-03,2.857142857142857,1,35,公司日前推出“杀新冠冰箱”，公司是否会在其他电器上（比如空调）也应用这种技术？,答：尊敬的投资者您好，感谢您的关注。公司“杀新冠冰箱”的技术暂未应用在其他电器上。,-0.40755713900496404
NONAI00054_000523_20230104,000523,广州浪奇,2023-01-04,11.320754716981131,6,53,请问本次增发认购方是什么背景，认购比例为多少？,"尊敬的投资者，您好，公司控股股东广州轻工工贸集团有限公司将以6亿元认购公司本次非公开发行的全部股票（223,048,327股），谢谢。",1.0092549624171334
NONAI00055_000526_20230223,000526,学大教育,2023-02-23,1.8867924528301887,1,53,请问现在股东人数是多少？,投资者您好，公司将根据相关规定，在定期报告中披露相应时点的股东信息，敬请关注公司在指定媒体披露的信息。感谢您的关注！,-0.5699941952189626
NONAI00056_000528_20230104,000528,柳工,2023-01-04,1.7391304347826086,2,115,柳工有没有氢能源方面的研发？,您好！公司是工程机械行业最早进行新能源技术和产品研发的企业之一，目前电动化产品尤其是电动装载机销量市场占有率遥遥领先。为了更好更快地发展新能源技术和产品，公司先后成立了新能源研究院、投资成立了新能源公司，也进行了您所关心的氢能源技术的研究。谢谢！,-0.5947128776863102
NONAI00057_000532_20230324,000532,华金资本,2023-03-24,3.7037037037037037,1,27,优秀的董秘，您好，贵司的Ipv6路由器投资项目，是否考虑增加6G技术开发方向?创投方向是否与其他企业合作开发数据中心应用?,感谢对公司的关注。公司产品及业务不涉及您所提及的领域。谢谢！,-0.2658425056001588
NONAI00058_000533_20230116,000533,顺钠股份,2023-01-16,3.5714285714285716,1,28,您好，请问贵公司和比亚迪有没有业务往来或者合作关系，,您好，比亚迪是公司子公司顺特电气设备有限公司的客户。谢谢关注！,-0.28798541706965963
NONAI00059_000536_20230109,000536,华映科技,2023-01-09,4.761904761904762,2,42,请问华映科技公司董秘：在新的一年，公司对中央经济工作会议精神有什么计划打算？,尊敬的投资者，您好！公司将深入学习中央经济工作会议精神，积极推进公司发展。感谢您对公司的关注！,-0.08869921384415232
NONAI00060_000538_20230119,000538,云南白药,2023-01-19,0.0,0,40,公司应该专注主业，钱不可以乱花，把自己公司做大做好才是根本！,您好，感谢您的建议！希望您继续关注云南白药的变革与发展，欢迎您提出宝贵的意见和建议，谢谢！,-0.8858440267461817
NONAI00061_000541_20230104,000541,佛山照明,2023-01-04,27.272727272727273,12,44,请问，截至2022年十二月 30日公司的股东总数是多少？谢谢,"您好，截止2022年12月30日，公司有A股股东55,245名；截止2022年12月23日，公司有B股股东13,237名，感谢您的关注！",3.5991992847994347
NONAI00062_000547_20230105,000547,航天发展,2023-01-05,3.8095238095238093,4,105,公司总结说2022年充分发挥上市公司优势，加大内外部优质资产整合力度，以资本为纽带，快速实现内外部资源协同和创新要素聚集，实现“内生+外延”双轮驱动。请问公司具体做了些什么？,投资者您好！公司实施了国有股权无偿划转，通过调整优化科工集团电子信息技术等领域产业布局和资源配置；加强了与地方政府的合作，为后续公司产业业务落地奠定了基础；吸纳了外部业务团队，加强业务与技术路径探拓，充实了公司人才、技术储备等。,-0.24812817642455823
NONAI00063_000550_20230104,000550,江铃汽车,2023-01-04,2.857142857142857,1,35,请问董秘，公司的自动驾驶2023年可以投入应用吗？准备在哪些车型上使用，是在纯新能源车上配制吗？,公司面向量产的L4级别自动驾驶轻客首批产品预计于今年完成交付，感谢您的关注。,-0.40755713900496404
